[2/9/18 10:08PM]	Login from host 216.67.121.51	
[2/10/18 06:03AM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 04:20PM]	Login from host 216.67.121.51	
[2/10/18 04:21PM]	Pickleriick used command ::[FRI]Lootz | Player rights = SILVER_MEMBER	
[2/10/18 04:21PM]	Pickleriick used command ::[FRI]Daking | Player rights = SILVER_MEMBER	
[2/10/18 04:25PM]	Player dropping item: 229, amount: 1	
[2/10/18 04:25PM]	Player dropping item: 229, amount: 1	
[2/10/18 04:25PM]	Player bought 11230 x 5000 from shop	
[2/10/18 04:28PM]	Receiving item from trade. Id: 995, amount: 2000000 from: Daking	
[2/10/18 04:32PM]	Pickleriick used command ::[FRI]Ace | Player rights = SILVER_MEMBER	
[2/10/18 04:36PM]	Player bought 811 x 500 from shop	
[2/10/18 04:36PM]	Player bought 811 x 500 from shop	
[2/10/18 04:41PM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 04:41PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 170000	
[2/10/18 04:44PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 04:45PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 04:47PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 04:47PM]	Player picking up item: [ItemDefinition(1516)] - Name: Yew logs; equipment slot: 3; value: 0; stackable ? true; noted ? true; 2h ? false amount: 50	
[2/10/18 04:47PM]	Player picking up item: [ItemDefinition(7418)] - Name: Mole skin; equipment slot: 3; value: 9025; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 04:47PM]	Player dropping item: 7418, amount: 1	
[2/10/18 04:48PM]	Pickleriick used command ::answer glass wall | Player rights = SILVER_MEMBER	
[2/10/18 04:49PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 04:50PM]	Player picking up item: [ItemDefinition(2685)] - Name: Clue scroll (easy); equipment slot: 3; value: 1000000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 04:50PM]	Player picking up item: [ItemDefinition(1617)] - Name: Uncut diamond; equipment slot: 3; value: 7200; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 04:50PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 04:50PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 05:50PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 05:52PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 05:53PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 06:02PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 06:11PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 06:13PM]	Pickleriick used command ::[FRI]Wiglets | Player rights = SILVER_MEMBER	
[2/10/18 06:16PM]	Login from host 216.67.121.51	
[2/10/18 06:20PM]	Receiving item from trade. Id: 18349, amount: 1 from: Lootz	
[2/10/18 06:23PM]	Player bought 3749 x 1 from shop	
[2/10/18 06:24PM]	Pickleriick used command ::home2 | Player rights = SILVER_MEMBER	
[2/10/18 06:26PM]	Receiving item from trade. Id: 2568, amount: 1 from: Lootz	
[2/10/18 06:27PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 06:40PM]	Receiving item from trade. Id: 11847, amount: 1 from: Lootz	
[2/10/18 06:40PM]	Receiving item from trade. Id: 11849, amount: 1 from: Lootz	
[2/10/18 06:40PM]	Receiving item from trade. Id: 11851, amount: 1 from: Lootz	
[2/10/18 06:40PM]	Receiving item from trade. Id: 4588, amount: 1 from: Lootz	
[2/10/18 06:40PM]	Receiving item from trade. Id: 10843, amount: 1 from: Lootz	
[2/10/18 06:40PM]	Receiving item from trade. Id: 11853, amount: 1 from: Lootz	
[2/10/18 06:40PM]	Receiving item from trade. Id: 11855, amount: 1 from: Lootz	
[2/10/18 06:40PM]	Receiving item from trade. Id: 11857, amount: 1 from: Lootz	
[2/10/18 06:46PM]	Receiving item from trade. Id: 11230, amount: 10000 from: Lootz	
[2/10/18 06:47PM]	Pickleriick used command ::[FRI]Daking1 | Player rights = SILVER_MEMBER	
[2/10/18 06:51PM]	Pickleriick used command ::[FRI]Pure | Player rights = SILVER_MEMBER	
[2/10/18 06:54PM]	Pickleriick used command ::title | Player rights = SILVER_MEMBER	
[2/10/18 06:55PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 06:55PM]	Player bought 15333 x 10 from shop	
[2/10/18 06:56PM]	Receiving item from trade. Id: 15273, amount: 5000 from: Lootz	
[2/10/18 06:59PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 100000	
[2/10/18 07:02PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 3110000	
[2/10/18 07:02PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 07:03PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 07:03PM]	Player bought 2447 x 10 from shop	
[2/10/18 07:03PM]	Player bought 2447 x 10 from shop	
[2/10/18 07:03PM]	Player bought 2447 x 10 from shop	
[2/10/18 07:10PM]	Player bought 7462 x 1 from shop	
[2/10/18 07:11PM]	Player bought 7462 x 1 from shop	
[2/10/18 07:14PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 3170000	
[2/10/18 07:16PM]	Player dropping item: 229, amount: 1	
[2/10/18 07:17PM]	Player picking up item: [ItemDefinition(1516)] - Name: Yew logs; equipment slot: 3; value: 0; stackable ? true; noted ? true; 2h ? false amount: 50	
[2/10/18 07:17PM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 07:17PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 3050000	
[2/10/18 07:17PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 07:17PM]	Pickleriick used command ::[FRI]Z | Player rights = SILVER_MEMBER	
[2/10/18 07:18PM]	Pickleriick used command ::save | Player rights = SILVER_MEMBER	
[2/10/18 07:21PM]	Pickleriick used command ::drops | Player rights = SILVER_MEMBER	
[2/10/18 07:23PM]	Pickleriick used command ::title | Player rights = SILVER_MEMBER	
[2/10/18 07:38PM]	Login from host 216.67.121.51	
[2/10/18 07:48PM]	Receiving item from trade. Id: 11230, amount: 10000 from: Daking	
[2/10/18 08:02PM]	Pickleriick received a Chocolate egg from Giant Mole	
[2/10/18 08:02PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 50000	
[2/10/18 08:02PM]	Player picking up item: [ItemDefinition(12646)] - Name: Chocolate egg; equipment slot: 3; value: 0; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 08:04PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 170000	
[2/10/18 08:04PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 08:05PM]	Pickleriick used command :::di | Player rights = SILVER_MEMBER	
[2/10/18 08:05PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 08:05PM]	Player dropping item: 229, amount: 1	
[2/10/18 08:05PM]	Pickleriick used command ::drop | Player rights = SILVER_MEMBER	
[2/10/18 08:08PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 08:10PM]	Player picking up item: [ItemDefinition(1516)] - Name: Yew logs; equipment slot: 3; value: 0; stackable ? true; noted ? true; 2h ? false amount: 50	
[2/10/18 08:10PM]	Player picking up item: [ItemDefinition(1516)] - Name: Yew logs; equipment slot: 3; value: 0; stackable ? true; noted ? true; 2h ? false amount: 50	
[2/10/18 08:12PM]	Player dropping item: 229, amount: 1	
[2/10/18 08:13PM]	Pickleriick used command ::answer hunter | Player rights = SILVER_MEMBER	
[2/10/18 08:14PM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 08:15PM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 08:15PM]	Player picking up item: [ItemDefinition(1516)] - Name: Yew logs; equipment slot: 3; value: 0; stackable ? true; noted ? true; 2h ? false amount: 50	
[2/10/18 08:17PM]	Player picking up item: [ItemDefinition(1516)] - Name: Yew logs; equipment slot: 3; value: 0; stackable ? true; noted ? true; 2h ? false amount: 50	
[2/10/18 08:18PM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 08:18PM]	Player dropping item: 229, amount: 1	
[2/10/18 08:24PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 19014687	
[2/10/18 08:24PM]	Player picking up item: [ItemDefinition(12154)] - Name: Carved evil turnip; equipment slot: 3; value: 6750; stackable ? true; noted ? true; 2h ? false amount: 366	
[2/10/18 08:25PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 08:26PM]	Pickleriick used command ::do | Player rights = SILVER_MEMBER	
[2/10/18 08:26PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 08:27PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 08:31PM]	Pickleriick used command ::answer 4 | Player rights = SILVER_MEMBER	
[2/10/18 08:31PM]	Pickleriick used command ::answer 9 | Player rights = SILVER_MEMBER	
[2/10/18 08:31PM]	Pickleriick used command ::answer 8 | Player rights = SILVER_MEMBER	
[2/10/18 08:31PM]	Pickleriick used command ::answer 4 | Player rights = SILVER_MEMBER	
[2/10/18 08:31PM]	Pickleriick used command ::anwser 1 | Player rights = SILVER_MEMBER	
[2/10/18 08:34PM]	Pickleriick used command ::drops | Player rights = SILVER_MEMBER	
[2/10/18 08:39PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 4000000	
[2/10/18 08:39PM]	Pickleriick used command ::Drops | Player rights = SILVER_MEMBER	
[2/10/18 08:40PM]	Pickleriick used command ::Drops | Player rights = SILVER_MEMBER	
[2/10/18 08:41PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 08:42PM]	Player dropping item: 229, amount: 1	
[2/10/18 08:48PM]	Pickleriick used command ::save | Player rights = SILVER_MEMBER	
[2/10/18 08:49PM]	Login from host 216.67.121.51	
[2/10/18 08:49PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 08:50PM]	Player bought 3025 x 100 from shop	
[2/10/18 08:50PM]	Player bought 3025 x 100 from shop	
[2/10/18 09:09PM]	Pickleriick used command ::[FRI]Bob | Player rights = SILVER_MEMBER	
[2/10/18 09:10PM]	Pickleriick used command ::[FRI]Help | Player rights = SILVER_MEMBER	
[2/10/18 09:16PM]	Pickleriick used command ::vote | Player rights = SILVER_MEMBER	
[2/10/18 09:24PM]	Player picking up item: [ItemDefinition(6914)] - Name: Master wand; equipment slot: 3; value: 7500000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 09:24PM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 09:24PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 3050000	
[2/10/18 09:24PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 09:36PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 09:37PM]	Player dropping item: 229, amount: 1	
[2/10/18 09:42PM]	Login from host 216.67.121.51	
[2/10/18 09:42PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 09:42PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 09:45PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 09:47PM]	Pickleriick used command ::drops | Player rights = SILVER_MEMBER	
[2/10/18 09:48PM]	Pickleriick used command ::drops | Player rights = SILVER_MEMBER	
[2/10/18 09:50PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 09:51PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 09:54PM]	Pickleriick used command ::Drops | Player rights = SILVER_MEMBER	
[2/10/18 09:54PM]	Pickleriick used command ::drops | Player rights = SILVER_MEMBER	
[2/10/18 09:54PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 120000	
[2/10/18 09:55PM]	Player dropping item: 229, amount: 1	
[2/10/18 09:56PM]	Player dropping item: 229, amount: 1	
[2/10/18 09:56PM]	Player picking up item: [ItemDefinition(1516)] - Name: Yew logs; equipment slot: 3; value: 0; stackable ? true; noted ? true; 2h ? false amount: 50	
[2/10/18 09:56PM]	Player picking up item: [ItemDefinition(536)] - Name: Dragon bones; equipment slot: 3; value: 87927; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:00PM]	Player picking up item: [ItemDefinition(15272)] - Name: Rocktail; equipment slot: 3; value: 15000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:00PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 60000	
[2/10/18 10:01PM]	Player dropping item: 229, amount: 1	
[2/10/18 10:03PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 10:04PM]	Pickleriick used command ::rzone | Player rights = SILVER_MEMBER	
[2/10/18 10:04PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 10:06PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(3749)] - Name: Archer helm; equipment slot: 0; value: 41300; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(7462)] - Name: Culinaromancer's gloves 10; equipment slot: 9; value: 100000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(10499)] - Name: Ava's accumulator; equipment slot: 1; value: 62000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(6328)] - Name: Snakeskin boots; equipment slot: 10; value: 19540; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(15272)] - Name: Rocktail; equipment slot: 3; value: 15000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(3024)] - Name: Super restore (4); equipment slot: 3; value: 11800; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(2446)] - Name: Antipoison (4); equipment slot: 3; value: 4759; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(1478)] - Name: Amulet of accuracy; equipment slot: 2; value: 3090; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(2568)] - Name: Ring of forging; equipment slot: 12; value: 1123; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:21PM]	Player dropping item: 2446, amount: 1	
[2/10/18 10:21PM]	Player picking up item: [ItemDefinition(2446)] - Name: Antipoison (4); equipment slot: 3; value: 4759; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:25PM]	Player picking up item: [ItemDefinition(3749)] - Name: Archer helm; equipment slot: 0; value: 41300; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:25PM]	Player picking up item: [ItemDefinition(6328)] - Name: Snakeskin boots; equipment slot: 10; value: 19540; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:25PM]	Player picking up item: [ItemDefinition(3024)] - Name: Super restore (4); equipment slot: 3; value: 11800; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:25PM]	Player picking up item: [ItemDefinition(2446)] - Name: Antipoison (4); equipment slot: 3; value: 4759; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:25PM]	Player picking up item: [ItemDefinition(1478)] - Name: Amulet of accuracy; equipment slot: 2; value: 3090; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:27PM]	Player picking up item: [ItemDefinition(4738)] - Name: Karil's skirt; equipment slot: 7; value: 1000000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:27PM]	Player dropping item: 4759, amount: 1	
[2/10/18 10:27PM]	Player picking up item: [ItemDefinition(15272)] - Name: Rocktail; equipment slot: 3; value: 15000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:28PM]	Player picking up item: [ItemDefinition(3749)] - Name: Archer helm; equipment slot: 0; value: 41300; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:29PM]	Player picking up item: [ItemDefinition(2568)] - Name: Ring of forging; equipment slot: 12; value: 1123; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:29PM]	Player picking up item: [ItemDefinition(7462)] - Name: Culinaromancer's gloves 10; equipment slot: 9; value: 100000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:29PM]	Player picking up item: [ItemDefinition(1704)] - Name: Amulet of glory; equipment slot: 2; value: 18909; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:29PM]	Player picking up item: [ItemDefinition(10499)] - Name: Ava's accumulator; equipment slot: 1; value: 62000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:29PM]	Player picking up item: [ItemDefinition(6328)] - Name: Snakeskin boots; equipment slot: 10; value: 19540; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:29PM]	Player picking up item: [ItemDefinition(8842)] - Name: Void knight gloves; equipment slot: 9; value: 0; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:29PM]	Player picking up item: [ItemDefinition(11664)] - Name: Void ranger helm; equipment slot: 0; value: 0; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/10/18 10:32PM]	Receiving item from trade. Id: 14008, amount: 1 from: Lootz	
[2/10/18 10:32PM]	Receiving item from trade. Id: 14009, amount: 1 from: Lootz	
[2/10/18 10:32PM]	Receiving item from trade. Id: 20061, amount: 1 from: Lootz	
[2/10/18 10:32PM]	Receiving item from trade. Id: 20000, amount: 1 from: Lootz	
[2/10/18 10:32PM]	Receiving item from trade. Id: 14010, amount: 1 from: Lootz	
[2/10/18 10:32PM]	Receiving item from trade. Id: 17291, amount: 1 from: Lootz	
[2/10/18 10:32PM]	Receiving item from trade. Id: 12601, amount: 1 from: Lootz	
[2/10/18 10:32PM]	Gave item in trade to Z. Id: 11664, amount: 1	
[2/10/18 10:32PM]	Gave item in trade to Z. Id: 8842, amount: 1	
[2/10/18 10:32PM]	Receiving item from trade. Id: 14484, amount: 1 from: Z	
[2/10/18 10:32PM]	Receiving item from trade. Id: 12926, amount: 1 from: Z	
[2/10/18 10:33PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 10:34PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 10:34PM]	Receiving item from trade. Id: 995, amount: 50000000 from: Daking	
[2/10/18 10:40PM]	Player bought 20072 x 1 from shop	
[2/10/18 10:40PM]	Pickleriick used command ::drops | Player rights = SILVER_MEMBER	
[2/10/18 10:43PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 10:45PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 21719465	
[2/10/18 10:45PM]	Player picking up item: [ItemDefinition(1620)] - Name: Uncut ruby; equipment slot: 3; value: 950; stackable ? true; noted ? true; 2h ? false amount: 334	
[2/10/18 10:45PM]	Player picking up item: [ItemDefinition(4100)] - Name: Mystic hat; equipment slot: 0; value: 16900; stackable ? true; noted ? true; 2h ? false amount: 384	
[2/10/18 10:45PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 10:47PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 10:47PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 10:48PM]	Player bought 18359 x 1 from shop	
[2/10/18 10:50PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 10:53PM]	Pickleriick used command ::di | Player rights = SILVER_MEMBER	
[2/10/18 10:53PM]	Pickleriick used command ::save | Player rights = SILVER_MEMBER	
[2/10/18 10:54PM]	Pickleriick used command ::homoe | Player rights = SILVER_MEMBER	
[2/10/18 10:54PM]	Pickleriick used command ::hom | Player rights = SILVER_MEMBER	
[2/10/18 10:54PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 10:56PM]	Pickleriick used command ::drops | Player rights = SILVER_MEMBER	
[2/10/18 10:59PM]	Player dropping item: 229, amount: 1	
[2/10/18 11:00PM]	Pickleriick used command ::title | Player rights = SILVER_MEMBER	
[2/10/18 11:02PM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
[2/10/18 11:05PM]	Pickleriick used command ::dboss | Player rights = SILVER_MEMBER	
[2/10/18 11:05PM]	Pickleriick used command ::save | Player rights = SILVER_MEMBER	
[2/10/18 11:15PM]	Login from host 216.67.121.51	
[2/10/18 11:25PM]	Pickleriick used command ::answer king black dragon | Player rights = SILVER_MEMBER	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(2568)] - Name: Ring of forging; equipment slot: 12; value: 1123; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(18349)] - Name: Chaotic rapier; equipment slot: 3; value: 0; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(14009)] - Name: Torva platebody; equipment slot: 4; value: 10000003; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(20000)] - Name: Steadfast boots; equipment slot: 10; value: 10000001; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(15272)] - Name: Rocktail; equipment slot: 3; value: 15000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(7462)] - Name: Culinaromancer's gloves 10; equipment slot: 9; value: 100000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(12601)] - Name: Ring of the gods; equipment slot: 12; value: 635111; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(14019)] - Name: Max Cape; equipment slot: 1; value: 10000000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(14010)] - Name: Torva platelegs; equipment slot: 7; value: 10000003; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(15272)] - Name: Rocktail; equipment slot: 3; value: 15000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(15272)] - Name: Rocktail; equipment slot: 3; value: 15000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:10AM]	Player picking up item: [ItemDefinition(15272)] - Name: Rocktail; equipment slot: 3; value: 15000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:11AM]	Player picking up item: [ItemDefinition(15272)] - Name: Rocktail; equipment slot: 3; value: 15000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/11/18 12:15AM]	Pickleriick used command ::home | Player rights = SILVER_MEMBER	
