[2/28/18 10:35AM]	Login from host 88.113.236.194	
[2/28/18 11:51AM]	Player picking up item: [ItemDefinition(386)] - Name: Shark; equipment slot: 3; value: 5000; stackable ? true; noted ? true; 2h ? false amount: 20	
[2/28/18 11:51AM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 2600000	
[2/28/18 11:55AM]	Player picking up item: [ItemDefinition(2361)] - Name: Adamant bar; equipment slot: 3; value: 87279; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 11:55AM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 11:55AM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 3170000	
[2/28/18 11:55AM]	Player picking up item: [ItemDefinition(12163)] - Name: Blue charm; equipment slot: 3; value: 0; stackable ? true; noted ? false; 2h ? false amount: 4	
[2/28/18 11:56AM]	Player bought 566 x 1000 from shop	
[2/28/18 11:56AM]	Player bought 566 x 1000 from shop	
[2/28/18 11:56AM]	Player bought 565 x 1000 from shop	
[2/28/18 11:56AM]	Player bought 565 x 1000 from shop	
[2/28/18 11:56AM]	Player bought 565 x 1000 from shop	
[2/28/18 11:56AM]	Player bought 560 x 1000 from shop	
[2/28/18 11:56AM]	Player bought 560 x 1000 from shop	
[2/28/18 11:56AM]	Player bought 560 x 1000 from shop	
[2/28/18 11:58AM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 9020199	
[2/28/18 12:02PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 2500000	
[2/28/18 12:02PM]	Player picking up item: [ItemDefinition(12163)] - Name: Blue charm; equipment slot: 3; value: 0; stackable ? true; noted ? false; 2h ? false amount: 1	
[2/28/18 02:46PM]	Login from host 88.113.236.194	
[2/28/18 05:00PM]	Login from host 88.113.236.194	
[2/28/18 05:03PM]	Player picking up item: [ItemDefinition(7114)] - Name: Pirate boots; equipment slot: 10; value: 1078; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 05:03PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 2600000	
[2/28/18 05:06PM]	Player picking up item: [ItemDefinition(5304)] - Name: Torstol seed; equipment slot: 3; value: 15040; stackable ? true; noted ? false; 2h ? false amount: 25	
[2/28/18 05:06PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 2600000	
[2/28/18 05:08PM]	Player dropping item: 229, amount: 1	
[2/28/18 05:09PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 2600000	
[2/28/18 05:09PM]	Player dropping item: 229, amount: 1	
[2/28/18 05:11PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 2600000	
[2/28/18 06:15PM]	Login from host 88.113.236.194	
[2/28/18 06:15PM]	Osw used command ::[FRI]Daking | Player rights = PLAYER	
[2/28/18 06:17PM]	Login from host 88.113.236.194	
[2/28/18 06:21PM]	Player bought 560 x 3000 from shop	
[2/28/18 06:21PM]	Player bought 566 x 3000 from shop	
[2/28/18 06:21PM]	Player bought 565 x 3000 from shop	
[2/28/18 06:21PM]	Player bought 3024 x 5 from shop	
[2/28/18 06:31PM]	Player picking up item: [ItemDefinition(18830)] - Name: Frost dragon bones; equipment slot: 3; value: 112823; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:31PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 250000	
[2/28/18 06:32PM]	Player picking up item: [ItemDefinition(18830)] - Name: Frost dragon bones; equipment slot: 3; value: 112823; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:32PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 250000	
[2/28/18 06:32PM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:33PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 250000	
[2/28/18 06:33PM]	Player picking up item: [ItemDefinition(385)] - Name: Shark; equipment slot: 3; value: 5000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:33PM]	Player picking up item: [ItemDefinition(18830)] - Name: Frost dragon bones; equipment slot: 3; value: 112823; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:33PM]	Player picking up item: [ItemDefinition(18830)] - Name: Frost dragon bones; equipment slot: 3; value: 112823; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:34PM]	Login from host 88.113.236.194	
[2/28/18 06:37PM]	Player bought 4587 x 1 from shop	
[2/28/18 06:38PM]	Player bought 2436 x 1 from shop	
[2/28/18 06:38PM]	Player bought 2440 x 1 from shop	
[2/28/18 06:38PM]	Player bought 2442 x 1 from shop	
[2/28/18 06:38PM]	Player bought 391 x 10 from shop	
[2/28/18 06:38PM]	Player bought 391 x 5 from shop	
[2/28/18 06:38PM]	Player bought 391 x 10 from shop	
[2/28/18 06:41PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 1500000	
[2/28/18 06:41PM]	Player picking up item: [ItemDefinition(12163)] - Name: Blue charm; equipment slot: 3; value: 0; stackable ? true; noted ? false; 2h ? false amount: 1	
[2/28/18 06:45PM]	Player bought 2503 x 1 from shop	
[2/28/18 06:45PM]	Player bought 2497 x 1 from shop	
[2/28/18 06:45PM]	Player bought 6328 x 1 from shop	
[2/28/18 06:45PM]	Player bought 9185 x 1 from shop	
[2/28/18 06:45PM]	Player bought 9242 x 300 from shop	
[2/28/18 06:45PM]	Player bought 9244 x 300 from shop	
[2/28/18 06:45PM]	Player bought 11126 x 1 from shop	
[2/28/18 06:45PM]	Player bought 1704 x 1 from shop	
[2/28/18 06:46PM]	Player bought 2444 x 1 from shop	
[2/28/18 06:46PM]	Player bought 3024 x 5 from shop	
[2/28/18 06:46PM]	Player bought 391 x 10 from shop	
[2/28/18 06:46PM]	Player bought 391 x 10 from shop	
[2/28/18 06:47PM]	Osw used command ::[FRI]D | Player rights = PLAYER	
[2/28/18 06:51PM]	Player picking up item: [ItemDefinition(1514)] - Name: Magic logs; equipment slot: 3; value: 0; stackable ? true; noted ? true; 2h ? false amount: 376	
[2/28/18 06:51PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 18585829	
[2/28/18 06:51PM]	Player picking up item: [ItemDefinition(248)] - Name: Jangerberries; equipment slot: 3; value: 14726; stackable ? true; noted ? true; 2h ? false amount: 266	
[2/28/18 06:52PM]	Player picking up item: [ItemDefinition(220)] - Name: Grimy torstol; equipment slot: 3; value: 63914; stackable ? true; noted ? true; 2h ? false amount: 314	
[2/28/18 06:52PM]	Player picking up item: [ItemDefinition(1514)] - Name: Magic logs; equipment slot: 3; value: 0; stackable ? true; noted ? true; 2h ? false amount: 670	
[2/28/18 06:52PM]	Player picking up item: [ItemDefinition(995)] - Name: Coins; equipment slot: 3; value: 1; stackable ? true; noted ? false; 2h ? false amount: 9696023	
[2/28/18 06:52PM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:52PM]	Osw used command ::answer money pouch | Player rights = PLAYER	
[2/28/18 06:53PM]	Player bought 2643 x 1 from shop	
[2/28/18 06:54PM]	Player bought 6 x 1 from shop	
[2/28/18 06:54PM]	Player bought 12 x 1 from shop	
[2/28/18 06:54PM]	Player bought 10 x 1 from shop	
[2/28/18 06:54PM]	Player bought 8 x 1 from shop	
[2/28/18 06:54PM]	Player bought 2 x 3000 from shop	
[2/28/18 06:54PM]	Player bought 6199 x 5 from shop	
[2/28/18 06:56PM]	Player picking up item: [ItemDefinition(536)] - Name: Dragon bones; equipment slot: 3; value: 87927; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:56PM]	Player picking up item: [ItemDefinition(2684)] - Name: Clue scroll (easy); equipment slot: 3; value: 1000000; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:56PM]	Player picking up item: [ItemDefinition(7956)] - Name: Casket; equipment slot: 3; value: 56841; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:56PM]	Player picking up item: [ItemDefinition(536)] - Name: Dragon bones; equipment slot: 3; value: 87927; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:56PM]	Player picking up item: [ItemDefinition(536)] - Name: Dragon bones; equipment slot: 3; value: 87927; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:56PM]	Player picking up item: [ItemDefinition(536)] - Name: Dragon bones; equipment slot: 3; value: 87927; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:57PM]	Player picking up item: [ItemDefinition(536)] - Name: Dragon bones; equipment slot: 3; value: 87927; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:57PM]	Player picking up item: [ItemDefinition(536)] - Name: Dragon bones; equipment slot: 3; value: 87927; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:57PM]	Player picking up item: [ItemDefinition(536)] - Name: Dragon bones; equipment slot: 3; value: 87927; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:57PM]	Player picking up item: [ItemDefinition(536)] - Name: Dragon bones; equipment slot: 3; value: 87927; stackable ? false; noted ? false; 2h ? false amount: 1	
[2/28/18 06:58PM]	Player bought 952 x 1 from shop	
[2/28/18 06:58PM]	Player bought 952 x 1 from shop	
[2/28/18 07:10PM]	Player bought 15501 x 10 from shop	
[2/28/18 07:10PM]	Player bought 20998 x 5 from shop	
[2/28/18 07:10PM]	Player bought 6103 x 1 from shop	
[2/28/18 07:11PM]	Player bought 12790 x 5 from shop	
[2/28/18 07:11PM]	Player bought 6500 x 1 from shop	
[2/28/18 07:25PM]	Login from host 88.113.236.194	
[3/1/18 06:08PM]	Login from host 88.113.236.194	
[3/1/18 06:09PM]	Osw used command ::yell hello | Player rights = PLAYER	
[3/1/18 06:09PM]	Osw used command ::yell hello | Player rights = PLAYER	
[3/1/18 06:09PM]	Player bought 7462 x 1 from shop	
[3/1/18 06:10PM]	Login from host 88.113.236.194	
[3/1/18 06:11PM]	Player bought 20061 x 5 from shop	
[3/1/18 06:11PM]	Player bought 20998 x 5 from shop	
[3/1/18 06:11PM]	Player bought 11554 x 5 from shop	
[3/1/18 06:11PM]	Player bought 4706 x 1 from shop	
[3/1/18 06:11PM]	Player bought 13051 x 5 from shop	
[3/1/18 06:11PM]	Player bought 20555 x 5 from shop	
[3/1/18 06:11PM]	Player bought 20000 x 10 from shop	
[3/1/18 06:11PM]	Player bought 20001 x 5 from shop	
[3/1/18 06:11PM]	Player bought 20002 x 5 from shop	
[3/1/18 06:11PM]	Player bought 13263 x 5 from shop	
[3/1/18 06:11PM]	Player bought 19780 x 5 from shop	
[3/1/18 06:11PM]	Player bought 14484 x 5 from shop	
[3/1/18 06:11PM]	Player bought 11694 x 5 from shop	
[3/1/18 06:11PM]	Player bought 11613 x 5 from shop	
[3/1/18 06:11PM]	Player bought 11283 x 5 from shop	
[3/1/18 06:11PM]	Player bought 12926 x 5 from shop	
[3/1/18 06:12PM]	Player bought 10942 x 10 from shop	
[3/1/18 06:12PM]	Player bought 10934 x 10 from shop	
[3/1/18 06:12PM]	Player bought 10935 x 5 from shop	
[3/1/18 06:12PM]	Player bought 10943 x 10 from shop	
[3/1/18 06:12PM]	Player bought 14008 x 10 from shop	
[3/1/18 06:12PM]	Player bought 14009 x 10 from shop	
[3/1/18 06:12PM]	Player bought 14010 x 10 from shop	
[3/1/18 06:12PM]	Player bought 14012 x 5 from shop	
[3/1/18 06:12PM]	Player bought 14013 x 5 from shop	
[3/1/18 06:12PM]	Player bought 12708 x 5 from shop	
[3/1/18 06:12PM]	Player bought 13235 x 5 from shop	
[3/1/18 06:12PM]	Player bought 20022 x 10 from shop	
[3/1/18 06:12PM]	Player bought 20021 x 5 from shop	
[3/1/18 06:12PM]	Player bought 20021 x 1 from shop	
[3/1/18 06:12PM]	Player bought 20018 x 1 from shop	
[3/1/18 06:12PM]	Player bought 20017 x 1 from shop	
[3/1/18 06:12PM]	Player bought 15492 x 1 from shop	
[3/1/18 06:12PM]	Player bought 17291 x 5 from shop	
[3/1/18 06:12PM]	Player bought 12601 x 5 from shop	
[3/1/18 06:12PM]	Player bought 15492 x 1 from shop	
[3/1/18 06:12PM]	Player bought 12282 x 1 from shop	
[3/1/18 06:12PM]	Player bought 20013 x 5 from shop	
[3/1/18 06:12PM]	Player bought 20010 x 5 from shop	
[3/1/18 06:12PM]	Player bought 20011 x 10 from shop	
[3/1/18 06:13PM]	Player bought 12437 x 5 from shop	
[3/1/18 06:13PM]	Player bought 12426 x 5 from shop	
[3/1/18 06:13PM]	Player bought 14018 x 5 from shop	
[3/1/18 06:13PM]	Player bought 11288 x 10 from shop	
